"","id1","id2","boundary"
"419",516,543,4000
"420",516,544,4000
"421",516,571,4000
"422",517,544,4000
"423",517,545,4000
"424",517,572,4000
"425",518,518,4000
"426",518,545,4000
"427",518,546,4000
"428",518,573,4000
"429",519,546,4000
"430",519,547,4000
"431",519,574,4000
"432",520,547,4000
"433",520,548,4000
"434",520,575,4000
"435",521,521,12000
"436",521,548,4000
"437",521,576,4000
"438",523,523,8000
"439",523,551,4000
"440",523,578,4000
"441",524,551,4000
"442",524,552,4000
"443",524,579,4000
"444",525,552,4000
"445",525,553,4000
"446",525,580,4000
"447",526,553,4000
"448",526,554,4000
"449",526,581,4000
"450",527,554,4000
"451",527,555,4000
"452",527,582,4000
"453",528,555,4000
"454",528,556,4000
"455",528,583,4000
"456",529,556,4000
"457",529,557,4000
"458",529,584,4000
"459",530,557,4000
"460",530,558,4000
"461",530,585,4000
"462",531,558,4000
"463",531,559,4000
"464",531,586,4000
"465",532,559,4000
"466",532,560,4000
"467",532,587,4000
"468",533,533,8000
"469",533,560,4000
"470",533,561,4000
"471",533,588,4000
"472",538,538,12000
"473",538,565,4000
"474",538,566,4000
"475",538,593,4000
"476",539,539,8000
"477",539,566,4000
"478",539,567,4000
"479",539,594,4000
"480",540,540,4000
"481",540,567,4000
"482",540,568,4000
"483",540,595,4000
"484",541,541,4000
"485",541,568,4000
"486",541,569,4000
"487",541,596,4000
"488",542,542,4000
"489",542,569,4000
"490",542,570,4000
"491",542,597,4000
"492",543,543,8000
"493",543,570,4000
"494",543,571,4000
"495",543,598,4000
"496",544,571,4000
"497",544,572,4000
"498",544,599,4000
"499",545,572,4000
"500",545,573,4000
"501",545,600,4000
"502",546,573,4000
"503",546,574,4000
"504",546,601,4000
"505",547,574,4000
"506",547,575,4000
"507",547,602,4000
"508",548,575,4000
"509",548,576,4000
"510",548,603,4000
"511",551,578,4000
"512",551,579,4000
"513",551,606,4000
"514",552,579,4000
"515",552,580,4000
"516",552,607,4000
"517",553,580,4000
"518",553,581,4000
"519",553,608,4000
"520",554,581,4000
"521",554,582,4000
"522",554,609,4000
"523",555,582,4000
"524",555,583,4000
"525",555,610,4000
"526",556,583,4000
"527",556,584,4000
"528",556,611,4000
"529",557,584,4000
"530",557,585,4000
"531",557,612,4000
"532",558,585,4000
"533",558,586,4000
"534",558,613,4000
"535",559,586,4000
"536",559,587,4000
"537",559,614,4000
"538",560,587,4000
"539",560,588,4000
"540",560,615,4000
"541",561,561,8000
"542",561,588,4000
"543",561,589,4000
"544",561,616,4000
"545",565,565,8000
"546",565,592,4000
"547",565,593,4000
"548",565,620,4000
"549",566,566,4000
"550",566,593,4000
"551",566,594,4000
"552",566,621,4000
"553",567,594,4000
"554",567,595,4000
"555",567,622,4000
"556",568,595,4000
"557",568,596,4000
"558",568,623,4000
"559",569,596,4000
"560",569,597,4000
"561",569,624,4000
"562",570,570,4000
"563",570,597,4000
"564",570,598,4000
"565",570,625,4000
"566",571,598,4000
"567",571,599,4000
"568",571,626,4000
"569",572,599,4000
"570",572,600,4000
"571",572,627,4000
"572",573,600,4000
"573",573,601,4000
"574",573,628,4000
"575",574,601,4000
"576",574,602,4000
"577",574,629,4000
"578",575,602,4000
"579",575,603,4000
"580",575,630,4000
"581",576,576,4000
"582",576,603,4000
"583",576,604,4000
"584",576,631,4000
"585",578,578,8000
"586",578,606,4000
"587",578,633,4000
"588",579,606,4000
"589",579,607,4000
"590",579,634,4000
"591",580,607,4000
"592",580,608,4000
"593",580,635,4000
"594",581,608,4000
"595",581,609,4000
"596",581,636,4000
"597",582,609,4000
"598",582,610,4000
"599",582,637,4000
"600",583,610,4000
"601",583,611,4000
"602",583,638,4000
"603",584,611,4000
"604",584,612,4000
"605",584,639,4000
"606",585,612,4000
"607",585,613,4000
"608",585,640,4000
"609",586,613,4000
"610",586,614,4000
"611",586,641,4000
"612",587,614,4000
"613",587,615,4000
"614",587,642,4000
"615",588,615,4000
"616",588,616,4000
"617",588,643,4000
"618",589,589,8000
"619",589,616,4000
"620",589,617,4000
"621",589,644,4000
"622",591,591,12000
"623",591,618,4000
"624",591,619,4000
"625",591,646,4000
"626",592,592,8000
"627",592,619,4000
"628",592,620,4000
"629",592,647,4000
"630",593,620,4000
"631",593,621,4000
"632",593,648,4000
"633",594,621,4000
"634",594,622,4000
"635",594,649,4000
"636",595,622,4000
"637",595,623,4000
"638",595,650,4000
"639",596,623,4000
"640",596,624,4000
"641",596,651,4000
"642",597,624,4000
"643",597,625,4000
"644",597,652,4000
"645",598,625,4000
"646",598,626,4000
"647",598,653,4000
"648",599,626,4000
"649",599,627,4000
"650",599,654,4000
"651",600,627,4000
"652",600,628,4000
"653",600,655,4000
"654",601,628,4000
"655",601,629,4000
"656",601,656,4000
"657",602,629,4000
"658",602,630,4000
"659",602,657,4000
"660",603,630,4000
"661",603,631,4000
"662",603,658,4000
"663",604,604,12000
"664",604,631,4000
"665",604,659,4000
"666",606,633,4000
"667",606,634,4000
"668",606,661,4000
"669",607,634,4000
"670",607,635,4000
"671",607,662,4000
"672",608,635,4000
"673",608,636,4000
"674",608,663,4000
"675",609,636,4000
"676",609,637,4000
"677",609,664,4000
"678",610,637,4000
"679",610,638,4000
"680",610,665,4000
"681",611,638,4000
"682",611,639,4000
"683",611,666,4000
"684",612,639,4000
"685",612,640,4000
"686",612,667,4000
"687",613,640,4000
"688",613,641,4000
"689",613,668,4000
"690",614,641,4000
"691",614,642,4000
"692",614,669,4000
"693",615,642,4000
"694",615,643,4000
"695",615,670,4000
"696",616,643,4000
"697",616,644,4000
"698",616,671,4000
"699",617,617,8000
"700",617,644,4000
"701",617,645,4000
"702",617,672,4000
"703",618,618,8000
"704",618,645,4000
"705",618,646,4000
"706",618,673,4000
"707",619,619,4000
"708",619,646,4000
"709",619,647,4000
"710",619,674,4000
"711",620,647,4000
"712",620,648,4000
"713",620,675,4000
"714",621,648,4000
"715",621,649,4000
"716",621,676,4000
"717",622,649,4000
"718",622,650,4000
"719",622,677,4000
"720",623,650,4000
"721",623,651,4000
"722",623,678,4000
"723",624,651,4000
"724",624,652,4000
"725",624,679,4000
"726",625,652,4000
"727",625,653,4000
"728",625,680,4000
"729",626,653,4000
"730",626,654,4000
"731",626,681,4000
"732",627,654,4000
"733",627,655,4000
"734",627,682,4000
"735",628,655,4000
"736",628,656,4000
"737",628,683,4000
"738",629,656,4000
"739",629,657,4000
"740",629,684,4000
"741",630,657,4000
"742",630,658,4000
"743",630,685,4000
"744",631,658,4000
"745",631,659,4000
"746",631,686,4000
"747",633,633,8000
"748",633,661,4000
"749",633,688,4000
"750",634,661,4000
"751",634,662,4000
"752",634,689,4000
"753",635,662,4000
"754",635,663,4000
"755",635,690,4000
"756",636,663,4000
"757",636,664,4000
"758",636,691,4000
"759",637,664,4000
"760",637,665,4000
"761",637,692,4000
"762",638,665,4000
"763",638,666,4000
"764",638,693,4000
"765",639,666,4000
"766",639,667,4000
"767",639,694,4000
"768",640,667,4000
"769",640,668,4000
"770",640,695,4000
"771",641,668,4000
"772",641,669,4000
"773",641,696,4000
"774",642,669,4000
"775",642,670,4000
"776",642,697,4000
"777",643,670,4000
"778",643,671,4000
"779",643,698,4000
"780",644,671,4000
"781",644,672,4000
"782",644,699,4000
"783",645,645,4000
"784",645,672,4000
"785",645,673,4000
"786",645,700,4000
"787",646,673,4000
"788",646,674,4000
"789",646,701,4000
"790",647,674,4000
"791",647,675,4000
"792",647,702,4000
"793",648,675,4000
"794",648,676,4000
"795",648,703,4000
"796",649,676,4000
"797",649,677,4000
"798",649,704,4000
"799",650,677,4000
"800",650,678,4000
"801",650,705,4000
"802",651,678,4000
"803",651,679,4000
"804",651,706,4000
"805",652,679,4000
"806",652,680,4000
"807",652,707,4000
"808",653,680,4000
"809",653,681,4000
"810",653,708,4000
"811",654,681,4000
"812",654,682,4000
"813",654,709,4000
"814",655,682,4000
"815",655,683,4000
"816",655,710,4000
"817",656,683,4000
"818",656,684,4000
"819",656,711,4000
"820",657,684,4000
"821",657,685,4000
"822",657,712,4000
"823",658,685,4000
"824",658,686,4000
"825",658,713,4000
"826",659,659,12000
"827",659,686,4000
"828",661,688,4000
"829",661,689,4000
"830",661,716,4000
"831",662,689,4000
"832",662,690,4000
"833",662,717,4000
"834",663,690,4000
"835",663,691,4000
"836",663,718,4000
"837",664,691,4000
"838",664,692,4000
"839",664,719,4000
"840",665,692,4000
"841",665,693,4000
"842",665,720,4000
"843",666,693,4000
"844",666,694,4000
"845",666,721,4000
"846",667,694,4000
"847",667,695,4000
"848",667,722,4000
"849",668,695,4000
"850",668,696,4000
"851",668,723,4000
"852",669,696,4000
"853",669,697,4000
"854",669,724,4000
"855",670,697,4000
"856",670,698,4000
"857",670,725,4000
"858",671,698,4000
"859",671,699,4000
"860",671,726,4000
"861",672,699,4000
"862",672,700,4000
"863",672,727,4000
"864",673,700,4000
"865",673,701,4000
"866",673,728,4000
"867",674,701,4000
"868",674,702,4000
"869",674,729,4000
"870",675,702,4000
"871",675,703,4000
"872",675,730,4000
"873",676,703,4000
"874",676,704,4000
"875",676,731,4000
"876",677,704,4000
"877",677,705,4000
"878",677,732,4000
"879",678,705,4000
"880",678,706,4000
"881",678,733,4000
"882",679,706,4000
"883",679,707,4000
"884",679,734,4000
"885",680,707,4000
"886",680,708,4000
"887",680,735,4000
"888",681,708,4000
"889",681,709,4000
"890",681,736,4000
"891",682,709,4000
"892",682,710,4000
"893",682,737,4000
"894",683,710,4000
"895",683,711,4000
"896",683,738,4000
"897",684,711,4000
"898",684,712,4000
"899",684,739,4000
"900",685,712,4000
"901",685,713,4000
"902",685,740,4000
"903",686,686,4000
"904",686,713,4000
"905",686,741,4000
"906",688,688,8000
"907",688,716,4000
"908",688,743,4000
"909",689,716,4000
"910",689,717,4000
"911",689,744,4000
"912",690,717,4000
"913",690,718,4000
"914",690,745,4000
"915",691,718,4000
"916",691,719,4000
"917",691,746,4000
"918",692,719,4000
"919",692,720,4000
"920",692,747,4000
"921",693,720,4000
"922",693,721,4000
"923",693,748,4000
"924",694,721,4000
"925",694,722,4000
"926",694,749,4000
"927",695,722,4000
"928",695,723,4000
"929",695,750,4000
"930",696,723,4000
"931",696,724,4000
"932",696,751,4000
"933",697,724,4000
"934",697,725,4000
"935",697,752,4000
"936",698,725,4000
"937",698,726,4000
"938",698,753,4000
"939",699,726,4000
"940",699,727,4000
"941",699,754,4000
"942",700,727,4000
"943",700,728,4000
"944",700,755,4000
"945",701,728,4000
"946",701,729,4000
"947",701,756,4000
"948",702,729,4000
"949",702,730,4000
"950",702,757,4000
"951",703,730,4000
"952",703,731,4000
"953",703,758,4000
"954",704,731,4000
"955",704,732,4000
"956",704,759,4000
"957",705,732,4000
"958",705,733,4000
"959",705,760,4000
"960",706,733,4000
"961",706,734,4000
"962",706,761,4000
"963",707,734,4000
"964",707,735,4000
"965",707,762,4000
"966",708,735,4000
"967",708,736,4000
"968",708,763,4000
"969",709,736,4000
"970",709,737,4000
"971",709,764,4000
"972",710,737,4000
"973",710,738,4000
"974",710,765,4000
"975",711,738,4000
"976",711,739,4000
"977",711,766,4000
"978",712,739,4000
"979",712,740,4000
"980",712,767,4000
"981",713,740,4000
"982",713,741,4000
"983",713,768,4000
"984",716,743,4000
"985",716,744,4000
"986",716,771,4000
"987",717,744,4000
"988",717,745,4000
"989",717,772,4000
"990",718,745,4000
"991",718,746,4000
"992",718,773,4000
"993",719,746,4000
"994",719,747,4000
"995",719,774,4000
"996",720,747,4000
"997",720,748,4000
"998",720,775,4000
"999",721,748,4000
"1000",721,749,4000
"1001",721,776,4000
"1002",722,749,4000
"1003",722,750,4000
"1004",722,777,4000
"1005",723,750,4000
"1006",723,751,4000
"1007",723,778,4000
"1008",724,751,4000
"1009",724,752,4000
"1010",724,779,4000
"1011",725,752,4000
"1012",725,753,4000
"1013",725,780,4000
"1014",726,753,4000
"1015",726,754,4000
"1016",726,781,4000
"1017",727,754,4000
"1018",727,755,4000
"1019",727,782,4000
"1020",728,755,4000
"1021",728,756,4000
"1022",728,783,4000
"1023",729,756,4000
"1024",729,757,4000
"1025",729,784,4000
"1026",730,757,4000
"1027",730,758,4000
"1028",730,785,4000
"1029",731,758,4000
"1030",731,759,4000
"1031",731,786,4000
"1032",732,759,4000
"1033",732,760,4000
"1034",732,787,4000
"1035",733,760,4000
"1036",733,761,4000
"1037",733,788,4000
"1038",734,761,4000
"1039",734,762,4000
"1040",734,789,4000
"1041",735,762,4000
"1042",735,763,4000
"1043",735,790,4000
"1044",736,763,4000
"1045",736,764,4000
"1046",736,791,4000
"1047",737,764,4000
"1048",737,765,4000
"1049",737,792,4000
"1050",738,765,4000
"1051",738,766,4000
"1052",738,793,4000
"1053",739,766,4000
"1054",739,767,4000
"1055",739,794,4000
"1056",740,767,4000
"1057",740,768,4000
"1058",740,795,4000
"1059",741,741,8000
"1060",741,768,4000
"1061",741,796,4000
"1062",743,743,12000
"1063",743,771,4000
"1064",744,771,4000
"1065",744,772,4000
"1066",744,799,4000
"1067",745,772,4000
"1068",745,773,4000
"1069",745,800,4000
"1070",746,773,4000
"1071",746,774,4000
"1072",746,801,4000
"1073",747,774,4000
"1074",747,775,4000
"1075",747,802,4000
"1076",748,775,4000
"1077",748,776,4000
"1078",748,803,4000
"1079",749,776,4000
"1080",749,777,4000
"1081",749,804,4000
"1082",750,777,4000
"1083",750,778,4000
"1084",750,805,4000
"1085",751,778,4000
"1086",751,779,4000
"1087",751,806,4000
"1088",752,779,4000
"1089",752,780,4000
"1090",752,807,4000
"1091",753,780,4000
"1092",753,781,4000
"1093",753,808,4000
"1094",754,781,4000
"1095",754,782,4000
"1096",754,809,4000
"1097",755,782,4000
"1098",755,783,4000
"1099",755,810,4000
"1100",756,783,4000
"1101",756,784,4000
"1102",756,811,4000
"1103",757,784,4000
"1104",757,785,4000
"1105",757,812,4000
"1106",758,785,4000
"1107",758,786,4000
"1108",758,813,4000
"1109",759,786,4000
"1110",759,787,4000
"1111",759,814,4000
"1112",760,787,4000
"1113",760,788,4000
"1114",760,815,4000
"1115",761,788,4000
"1116",761,789,4000
"1117",761,816,4000
"1118",762,789,4000
"1119",762,790,4000
"1120",762,817,4000
"1121",763,790,4000
"1122",763,791,4000
"1123",763,818,4000
"1124",764,791,4000
"1125",764,792,4000
"1126",764,819,4000
"1127",765,792,4000
"1128",765,793,4000
"1129",765,820,4000
"1130",766,793,4000
"1131",766,794,4000
"1132",766,821,4000
"1133",767,794,4000
"1134",767,795,4000
"1135",767,822,4000
"1136",768,795,4000
"1137",768,796,4000
"1138",768,823,4000
"1139",771,771,4000
"1140",771,799,4000
"1141",771,826,4000
"1142",772,799,4000
"1143",772,800,4000
"1144",772,827,4000
"1145",773,800,4000
"1146",773,801,4000
"1147",773,828,4000
"1148",774,801,4000
"1149",774,802,4000
"1150",774,829,4000
"1151",775,802,4000
"1152",775,803,4000
"1153",775,830,4000
"1154",776,803,4000
"1155",776,804,4000
"1156",776,831,4000
"1157",777,804,4000
"1158",777,805,4000
"1159",777,832,4000
"1160",778,805,4000
"1161",778,806,4000
"1162",778,833,4000
"1163",779,806,4000
"1164",779,807,4000
"1165",779,834,4000
"1166",780,807,4000
"1167",780,808,4000
"1168",780,835,4000
"1169",781,808,4000
"1170",781,809,4000
"1171",781,836,4000
"1172",782,809,4000
"1173",782,810,4000
"1174",782,837,4000
"1175",783,810,4000
"1176",783,811,4000
"1177",783,838,4000
"1178",784,811,4000
"1179",784,812,4000
"1180",784,839,4000
"1181",785,812,4000
"1182",785,813,4000
"1183",785,840,4000
"1184",786,813,4000
"1185",786,814,4000
"1186",786,841,4000
"1187",787,814,4000
"1188",787,815,4000
"1189",787,842,4000
"1190",788,815,4000
"1191",788,816,4000
"1192",788,843,4000
"1193",789,816,4000
"1194",789,817,4000
"1195",789,844,4000
"1196",790,817,4000
"1197",790,818,4000
"1198",790,845,4000
"1199",791,818,4000
"1200",791,819,4000
"1201",791,846,4000
"1202",792,819,4000
"1203",792,820,4000
"1204",792,847,4000
"1205",793,820,4000
"1206",793,821,4000
"1207",793,848,4000
"1208",794,821,4000
"1209",794,822,4000
"1210",794,849,4000
"1211",795,822,4000
"1212",795,823,4000
"1213",795,850,4000
"1214",796,796,8000
"1215",796,823,4000
"1216",796,851,4000
"1217",799,826,4000
"1218",799,827,4000
"1219",799,854,4000
"1220",800,827,4000
"1221",800,828,4000
"1222",800,855,4000
"1223",801,828,4000
"1224",801,829,4000
"1225",801,856,4000
"1226",802,829,4000
"1227",802,830,4000
"1228",802,857,4000
"1229",803,830,4000
"1230",803,831,4000
"1231",803,858,4000
"1232",804,831,4000
"1233",804,832,4000
"1234",804,859,4000
"1235",805,832,4000
"1236",805,833,4000
"1237",805,860,4000
"1238",806,833,4000
"1239",806,834,4000
"1240",806,861,4000
"1241",807,834,4000
"1242",807,835,4000
"1243",807,862,4000
"1244",808,835,4000
"1245",808,836,4000
"1246",808,863,4000
"1247",809,836,4000
"1248",809,837,4000
"1249",809,864,4000
"1250",810,837,4000
"1251",810,838,4000
"1252",810,865,4000
"1253",811,838,4000
"1254",811,839,4000
"1255",811,866,4000
"1256",812,839,4000
"1257",812,840,4000
"1258",812,867,4000
"1259",813,840,4000
"1260",813,841,4000
"1261",813,868,4000
"1262",814,841,4000
"1263",814,842,4000
"1264",814,869,4000
"1265",815,842,4000
"1266",815,843,4000
"1267",815,870,4000
"1268",816,843,4000
"1269",816,844,4000
"1270",816,871,4000
"1271",817,844,4000
"1272",817,845,4000
"1273",817,872,4000
"1274",818,845,4000
"1275",818,846,4000
"1276",818,873,4000
"1277",819,846,4000
"1278",819,847,4000
"1279",819,874,4000
"1280",820,847,4000
"1281",820,848,4000
"1282",820,875,4000
"1283",821,848,4000
"1284",821,849,4000
"1285",821,876,4000
"1286",822,849,4000
"1287",822,850,4000
"1288",822,877,4000
"1289",823,850,4000
"1290",823,851,4000
"1291",823,878,4000
"1292",826,826,12000
"1293",826,854,4000
"1294",827,854,4000
"1295",827,855,4000
"1296",827,882,4000
"1297",828,855,4000
"1298",828,856,4000
"1299",828,883,4000
"1300",829,856,4000
"1301",829,857,4000
"1302",829,884,4000
"1303",830,857,4000
"1304",830,858,4000
"1305",830,885,4000
"1306",831,858,4000
"1307",831,859,4000
"1308",831,886,4000
"1309",832,859,4000
"1310",832,860,4000
"1311",832,887,4000
"1312",833,860,4000
"1313",833,861,4000
"1314",833,888,4000
"1315",834,861,4000
"1316",834,862,4000
"1317",834,889,4000
"1318",835,862,4000
"1319",835,863,4000
"1320",835,890,4000
"1321",836,863,4000
"1322",836,864,4000
"1323",836,891,4000
"1324",837,864,4000
"1325",837,865,4000
"1326",837,892,4000
"1327",838,865,4000
"1328",838,866,4000
"1329",838,893,4000
"1330",839,866,4000
"1331",839,867,4000
"1332",839,894,4000
"1333",840,867,4000
"1334",840,868,4000
"1335",840,895,4000
"1336",841,868,4000
"1337",841,869,4000
"1338",841,896,4000
"1339",842,869,4000
"1340",842,870,4000
"1341",842,897,4000
"1342",843,870,4000
"1343",843,871,4000
"1344",843,898,4000
"1345",844,871,4000
"1346",844,872,4000
"1347",844,899,4000
"1348",845,872,4000
"1349",845,873,4000
"1350",845,900,4000
"1351",846,873,4000
"1352",846,874,4000
"1353",846,901,4000
"1354",847,874,4000
"1355",847,875,4000
"1356",847,902,4000
"1357",848,875,4000
"1358",848,876,4000
"1359",848,903,4000
