"","species","pu","amount"
"2013",14,1283,212.736288916
"2014",14,1284,186.45908125
"2015",13,1285,5.000000098
"2016",14,1285,490.310562354
"2017",16,1285,727.854290381
"2018",13,1286,61.239777832
"2019",14,1286,278.675136621
"2020",15,1286,7.599554834
"2021",16,1286,249.931740381
"2022",13,1287,328.855357959
"2023",14,1287,79.366468652
"2024",12,1288,2.640380859
"2025",13,1288,2.681503516
"2026",14,1288,30.041381006
"2027",10,1289,1591.554883496
"2028",13,1289,76.039497314
"2029",15,1289,344.33097793
"2030",16,1289,678.699663818
"2031",10,1290,4101.714665234
"2032",15,1290,456.292145898
"2033",16,1290,448.216036621
"2034",17,1296,20.274726025
"2035",18,1296,167.435863721
"2036",19,1296,97.206114648
"2037",20,1296,35.71187168
"2038",17,1297,24.089561963
"2039",18,1297,79.679812598
"2040",19,1297,20.590702734
"2041",20,1297,229.743183008
"2042",17,1298,25.649703125
"2043",18,1298,65.91966582
"2044",19,1298,163.802938037
"2045",20,1298,67.408273926
"2046",17,1299,19.69279707
"2047",19,1299,38.407474268
"2048",20,1299,16.067174658
"2049",22,1299,87.801417578
"2050",23,1299,102.658616455
"2051",24,1299,204.207333789
"2052",22,1300,389.465499951
"2053",23,1300,441.214834131
"2054",24,1300,262.795770117
"2055",22,1301,432.737131201
"2056",23,1301,111.112327295
"2057",24,1301,352.593658496
"2058",22,1302,277.04213291
"2059",23,1302,140.517884717
"2060",24,1302,357.004449365
"2061",22,1303,182.792597168
"2062",23,1303,252.055973682
"2063",24,1303,8.679931738
"2064",22,1304,1.369382861
"2065",23,1304,33.20311084
"2066",24,1304,9.281125098
"2067",23,1305,292.523533105
"2068",23,1306,149.709100879
"2069",24,1306,18.806538574
"2070",23,1307,46.420872656
"2071",24,1307,10.123784717
"2072",23,1308,166.305217773
"2073",24,1308,36.214262354
"2074",14,1309,23.055688281
"2075",23,1309,7.240177051
"2076",24,1309,93.815409912
"2077",14,1310,724.051188574
"2078",23,1310,0.990703076
"2079",14,1311,143.268371924
"2080",14,1312,297.971887646
"2081",16,1312,62.803838818
"2082",14,1313,8.087239648
"2083",15,1313,262.652906982
"2084",16,1313,0.640380859
"2085",14,1314,657.223317334
"2086",15,1314,468.255768652
"2087",16,1314,23.946195117
"2088",14,1315,116.917870068
"2089",15,1315,150.255375098
"2090",16,1315,2.28076167
"2091",10,1316,282.009366162
"2092",14,1316,226.651872607
"2093",15,1316,198.931857422
"2094",16,1316,50.705331104
"2095",10,1317,4156.921938184
"2096",15,1317,631.729884766
"2097",16,1317,648.677498828
"2098",10,1318,35.884971924
"2099",17,1324,215.944475781
"2100",18,1324,280.904063672
"2101",19,1324,85.825961914
"2102",20,1324,7.212308691
"2103",17,1325,184.275453076
"2104",18,1325,4.879184521
"2105",19,1325,333.391198535
"2106",20,1325,0.640380859
"2107",17,1326,424.728595654
"2108",18,1326,209.769012891
"2109",19,1326,249.735054883
"2110",20,1326,108.664517627
"2111",22,1326,56.447236719
"2112",23,1326,9.660598193
"2113",24,1326,76.313274023
"2114",22,1327,421.384219922
"2115",23,1327,28.267564111
"2116",24,1327,220.072143018
"2117",22,1328,565.049461719
"2118",23,1328,640.470713623
"2119",24,1328,545.437232373
"2120",19,1329,0.13139043
"2121",22,1329,465.916125293
"2122",23,1329,402.614957324
"2123",24,1329,452.062081201
"2124",22,1330,384.11013877
"2125",23,1330,130.520418066
"2126",24,1330,282.455846582
"2127",22,1331,38.689279785
"2128",23,1331,109.235447559
"2129",24,1331,112.529966992
"2130",23,1332,6.994778809
"2131",24,1332,8.197265723
"2132",23,1333,276.537414502
"2133",24,1333,44.395434619
"2134",23,1334,398.41284873
"2135",24,1334,22.768581494
"2136",23,1335,30.147975879
"2137",24,1335,35.119714355
"2138",14,1336,2
"2139",23,1336,29.847745313
"2140",24,1336,82.251258887
"2141",14,1337,20.009934863
"2142",22,1337,80.907005273
"2143",23,1337,11.2818604
"2144",24,1337,225.577817578
"2145",14,1338,183.698901367
"2146",14,1339,296.665255664
"2147",14,1340,185.574376221
"2148",15,1340,0.068259082
"2149",16,1340,29.933666016
"2150",15,1341,1630.47708374
"2151",16,1341,2123.348375537
"2152",14,1342,96.809271436
"2153",15,1342,21.770508838
"2154",16,1342,123.967125439
"2155",10,1343,1.037987744
"2156",14,1343,156.517746045
"2157",15,1343,6.287260205
"2158",16,1343,1237.840898486
"2159",10,1344,4149.492051758
"2160",15,1344,100.364024561
"2161",16,1344,20.751759619
"2162",10,1345,2673.269358496
"2163",15,1345,517.172003662
"2164",16,1345,143.611636768
"2165",18,1351,4.675405957
"2166",19,1351,419.705153564
"2167",20,1351,27.630035596
"2168",17,1352,102.136428906
"2169",18,1352,168.37080835
"2170",19,1352,58.057081494
"2171",20,1352,14.911915527
"2172",17,1353,74.410072559
"2173",18,1353,100.904645117
"2174",19,1353,200.4125875
"2175",20,1353,83.137185059
"2176",22,1354,412.923440527
"2177",23,1354,14.287515527
"2178",24,1354,199.482042578
"2179",17,1355,0.376624707
"2180",22,1355,470.554539502
"2181",23,1355,60.666675293
"2182",24,1355,330.231091309
"2183",17,1356,59.219003125
"2184",18,1356,33.946675928
"2185",19,1356,43.228868018
"2186",22,1356,180.460957813
"2187",23,1356,279.347684961
"2188",24,1356,448.142568994
"2189",22,1357,376.258772754
"2190",23,1357,27.668058008
"2191",24,1357,257.337847363
"2192",21,1358,103.380558447
"2193",22,1358,62.970802295
"2194",23,1358,249.057480957
"2195",24,1358,188.512668506
"2196",22,1359,51.351502246
"2197",23,1359,161.484345947
"2198",24,1359,110.480590381
"2199",21,1360,0.518614648
"2200",23,1360,22.926008301
"2201",24,1360,219.668448975
"2202",23,1361,85.212914014
"2203",24,1361,6.220869824
"2204",23,1362,17.767645898
"2205",24,1362,28.057707324
"2206",23,1363,423.178357227
"2207",14,1364,39.545266016
"2208",24,1364,97.480584326
"2209",14,1365,130.14010332
"2210",22,1365,3.079830273
"2211",23,1365,14.669920215
"2212",24,1365,65.458706543
"2213",14,1366,142.013148389
"2214",14,1367,142.402259766
"2215",15,1368,737.748596582
"2216",16,1368,42.561822754
"2217",15,1369,44.244824658
"2218",16,1369,166.115967334
"2219",15,1370,761.182694385
"2220",16,1370,229.596292529
"2221",10,1371,3803.847817627
"2222",15,1371,279.577279736
"2223",16,1371,2.034544385
"2224",10,1372,4156.921938135
"2225",15,1372,717.859450781
"2226",16,1372,133.233128662
"2227",16,1373,0.065947656
"2228",17,1379,113.187468213
"2229",18,1379,180.598435498
"2230",19,1379,66.649949072
"2231",20,1379,118.472843262
"2232",17,1380,197.493352734
"2233",18,1380,1.047236963
"2234",19,1380,286.738518018
"2235",20,1380,50.818870947
"2236",17,1381,152.170756641
"2237",18,1381,29.080108545
"2238",19,1381,512.88250376
"2239",20,1381,155.871711963
"2240",22,1381,25.098991846
"2241",23,1381,4.969382324
"2242",24,1381,20.52954668
"2243",17,1382,3
"2244",18,1382,331.892095654
"2245",19,1382,57.740908008
"2246",20,1382,25.363846924
"2247",22,1382,453.243278857
"2248",23,1382,89.571120508
"2249",24,1382,120.232817627
"2250",17,1383,605.416577441
"2251",18,1383,234.644156299
"2252",19,1383,61.71933125
"2253",20,1383,323.817484912
"2254",22,1383,408.757476563
"2255",23,1383,281.403611182
"2256",24,1383,545.447362402
"2257",17,1384,685.20193374
"2258",18,1384,42.815764941
"2259",19,1384,49.146626123
"2260",22,1384,1174.147642871
"2261",23,1384,75.492848682
"2262",24,1384,47.048392383
"2263",21,1385,117.69056377
"2264",22,1385,143.622999268
"2265",23,1385,130.9754021
"2266",24,1385,683.263119727
"2267",21,1386,10.754475293
"2268",22,1386,96.501436768
"2269",23,1386,743.884384326
"2270",24,1386,152.625129883
"2271",21,1387,46.565869092
"2272",23,1387,59.698338574
"2273",24,1387,30.447757617
"2274",23,1388,245.175506348
"2275",24,1388,12.566506543
"2276",23,1389,27.025244141
"2277",24,1389,190.351720996
"2278",23,1390,3.053792822
"2279",24,1390,155.583490088
"2280",14,1391,351.721717871
"2281",23,1391,19.962970557
"2282",24,1391,124.476970947
"2283",14,1392,199.508565527
"2284",23,1392,0.640380908
"2285",24,1392,182.943337207
"2286",14,1393,906.845653809
"2287",14,1394,9.875859766
"2288",14,1395,260.660581592
"2289",15,1395,5.05172251
"2290",16,1395,111.896874854
"2291",16,1396,794.335230078
"2292",15,1397,234.934802588
"2293",10,1398,2373.707236377
"2294",15,1398,76.925511914
"2295",16,1398,8.385932666
"2296",10,1399,4156.921938232
"2297",15,1399,174.369682178
"2298",16,1399,5.640380859
"2299",10,1400,3698.688101221
"2300",15,1400,158.771629639
"2301",16,1400,177.480568652
"2302",18,1406,25.749299658
"2303",19,1406,12.706410156
"2304",20,1406,38.978103613
"2305",17,1407,82.563163428
"2306",18,1407,321.667470947
"2307",19,1407,66.291830176
"2308",20,1407,107.061599756
"2309",17,1408,297.383244775
"2310",18,1408,126.852504004
"2311",19,1408,637.757395654
"2312",20,1408,6.167158594
"2313",17,1409,42.512441064
"2314",18,1409,355.632480713
"2315",19,1409,422.640526709
"2316",20,1409,480.361729199
"2317",22,1409,82.770736426
"2318",23,1409,11.894924951
"2319",24,1409,58.649138184
"2320",17,1410,465.84590083
"2321",18,1410,392.068233252
"2322",19,1410,316.630340576
"2323",20,1410,130.298282373
"2324",22,1410,36.192893457
"2325",23,1410,0.567943652
"2326",24,1410,4.640380713
"2327",17,1411,320.881056396
"2328",18,1411,421.813806396
"2329",19,1411,300.734341357
"2330",20,1411,457.523230273
"2331",22,1412,142.908489795
"2332",23,1412,61.277370117
"2333",24,1412,341.692954199
"2334",21,1413,206.062883008
"2335",22,1413,26.585504834
"2336",24,1413,98.565293701
"2337",21,1414,19.528825146
"2338",22,1414,17.988701221
"2339",23,1414,231.48887334
"2340",24,1414,206.448231152
"2341",21,1415,334.296073438
"2342",23,1415,25.287730127
"2343",24,1415,11.869529395
"2344",23,1416,51.058132764
"2345",24,1416,114.92147334
"2346",23,1417,144.75295542
"2347",24,1417,66.906166748
"2348",23,1418,36.004761328
"2349",24,1418,87.794404785
"2350",14,1419,9.902801855
"2351",23,1419,3.68469126
"2352",24,1419,315.291215625
"2353",14,1420,1351.61596665
"2354",23,1420,10.235106348
"2355",24,1420,320.184786133
"2356",14,1421,16.310115625
"2357",14,1422,219.293454834
"2358",15,1423,88.761173242
"2359",16,1423,43.382677441
"2360",15,1424,23.32287417
"2361",16,1424,31.610975049
"2362",10,1425,400.329876025
"2363",15,1425,88.719179541
"2364",16,1425,58.341103467
"2365",10,1426,4156.921938184
"2366",15,1426,187.75119165
"2367",16,1426,43.766305518
"2368",10,1427,4156.921938135
"2369",15,1427,907.378407129
"2370",16,1427,63.787165771
"2371",10,1428,433.778688623
"2372",16,1428,24.150298975
"2373",17,1433,3.280761768
"2374",18,1433,83.144839795
"2375",19,1433,122.207922266
"2376",20,1433,172.402194873
"2377",18,1434,23.259071289
"2378",19,1434,138.692727197
"2379",20,1434,4.956624463
"2380",17,1435,72.704552002
"2381",18,1435,17.816833008
"2382",19,1435,183.538115527
"2383",20,1435,53.200391309
"2384",17,1436,156.072369775
"2385",18,1436,67.522314014
"2386",19,1436,581.182026514
"2387",20,1436,472.304462451
"2388",17,1437,707.445638037
"2389",18,1437,133.114977393
"2390",19,1437,251.524144531
"2391",20,1437,238.796033154
"2392",17,1438,799.24638916
"2393",18,1438,535.625283887
"2394",19,1438,620.434198926
"2395",20,1438,742.220307275
"2396",17,1439,823.874401807
"2397",18,1439,306.688618018
"2398",19,1439,43.873400537
"2399",22,1439,101.674297461
"2400",23,1439,948.550849316
"2401",24,1439,279.014507422
"2402",21,1440,349.280159863
"2403",22,1440,33.413855518
"2404",23,1440,15.295381055
"2405",24,1440,244.621067676
"2406",21,1441,59.333151514
"2407",22,1441,4.09075918
"2408",23,1441,95.37035874
"2409",24,1441,14.724850244
"2410",21,1442,160.835872656
"2411",23,1442,48.726069385
"2412",23,1443,208.164769531
"2413",24,1443,143.169428906
"2414",23,1444,134.952111621
"2415",24,1444,630.011018408
"2416",23,1445,88.05919624
"2417",24,1445,247.477503271
"2418",23,1446,2.53155332
"2419",24,1446,191.391377783
"2420",23,1447,14.853230518
"2421",24,1447,322.829722852
"2422",14,1448,347.772170898
"2423",14,1449,536.188699414
"2424",14,1450,237.90103623
"2425",16,1450,1.999999902
"2426",15,1451,13.655739014
"2427",16,1451,79.972958594
"2428",15,1452,50.867219434
"2429",16,1452,26.741980762
"2430",10,1453,4156.921938184
"2431",15,1453,28.415167236
"2432",16,1453,43.791977148
"2433",10,1454,4156.921938232
"2434",15,1454,191.034177051
"2435",16,1454,137.943611523
"2436",10,1455,3653.438608789
"2437",15,1455,113.232804883
"2438",16,1455,59.969393994
"2439",17,1461,2.050085693
"2440",18,1461,156.823989648
"2441",19,1461,252.508276953
"2442",20,1461,1.999999902
"2443",17,1462,183.324997314
"2444",18,1462,128.041749414
"2445",19,1462,206.655466211
"2446",20,1462,356.028172119
"2447",17,1463,319.360090039
"2448",18,1463,159.50840415
"2449",19,1463,510.013944824
"2450",20,1463,376.104635449
"2451",17,1464,439.594358203
"2452",18,1464,607.766461816
"2453",19,1464,719.39595293
"2454",20,1464,480.960919043
"2455",17,1465,377.997561768
"2456",18,1465,428.870029639
"2457",19,1465,334.011052588
"2458",20,1465,571.219627148
"2459",17,1466,614.388237842
"2460",18,1466,392.562297852
"2461",19,1466,334.877883496
"2462",20,1466,140.671323047
"2463",22,1467,139.179739795
"2464",23,1467,237.969529199
"2465",24,1467,212.328269287
"2466",21,1468,221.26417168
"2467",21,1469,223.503488281
"2468",21,1470,213.297845459
"2469",23,1470,70.948492334
"2470",24,1470,1.280761719
"2471",23,1471,84.512341455
"2472",24,1471,183.672042871
"2473",23,1472,101.94744873
"2474",24,1472,353.57728042
"2475",23,1473,25.305298828
"2476",24,1473,374.678353027
"2477",23,1474,42.240999414
"2478",24,1474,603.688385791
"2479",23,1475,12.455113721
"2480",24,1475,294.924328955
"2481",14,1476,269.535332861
"2482",14,1477,558.467031299
"2483",15,1478,59.593035107
"2484",16,1478,67.488595313
"2485",15,1479,36.341102637
"2486",16,1479,215.691974414
"2487",10,1480,2864.580966846
"2488",15,1480,10.214983789
"2489",16,1480,123.610568164
"2490",10,1481,4156.921938135
"2491",15,1481,802.572098828
"2492",16,1481,185.461238037
"2493",10,1482,3559.202870166
"2494",15,1482,105.530774414
"2495",16,1482,325.204647021
"2496",17,1488,18.402691699
"2497",18,1488,21.14278042
"2498",19,1488,51.613041162
"2499",20,1488,38.199482031
"2500",18,1489,1.982649902
"2501",19,1489,6.757546729
"2502",20,1489,34.936787207
"2503",17,1490,249.142954297
"2504",18,1490,193.401015039
"2505",19,1490,460.950447852
"2506",20,1490,181.651036865
"2507",17,1491,450.519129443
"2508",18,1491,196.212998926
"2509",19,1491,386.723792236
"2510",20,1491,574.269740869
"2511",17,1492,384.626321924
"2512",18,1492,222.596799609
"2513",19,1492,475.244010352
"2514",20,1492,500.706619824
"2515",17,1493,575.625061328
"2516",18,1493,269.144622217
"2517",19,1493,375.808403467
"2518",20,1493,425.073838086
"2519",17,1494,445.428349561
"2520",18,1494,117.04790918
"2521",19,1494,65.39962627
"2522",20,1494,161.501215771
"2523",22,1494,377.710674658
"2524",23,1494,273.070665234
"2525",24,1494,482.946133936
"2526",21,1495,136.724792969
"2527",22,1495,25.164993408
"2528",23,1495,21.89032168
"2529",24,1495,27.903572705
"2530",21,1496,287.494434326
"2531",21,1497,164.038477588
"2532",21,1498,42.304778662
"2533",23,1498,245.474382568
"2534",24,1498,9.684691211
"2535",15,1499,11.181320361
"2536",23,1499,192.412949805
"2537",24,1499,178.705245459
"2538",23,1500,47.083459277
"2539",24,1500,679.839841162
"2540",23,1501,0.684691406
"2541",24,1501,158.311121924
"2542",23,1502,329.400421484
"2543",24,1502,9.323235449
"2544",14,1503,176.124533936
"2545",23,1503,104.537610352
"2546",24,1503,29.487947998
"2547",14,1504,258.815595459
"2548",14,1505,125.53512959
"2549",16,1505,1
"2550",15,1506,68.136656348
"2551",16,1506,599.254647705
"2552",10,1507,533.376423145
"2553",15,1507,32.152756396
"2554",16,1507,3.225771973
"2555",10,1508,4156.921938184
"2556",15,1508,228.502502637
"2557",16,1508,351.173325146
"2558",10,1509,2726.675405371
"2559",15,1509,284.056348584
"2560",16,1509,229.147189355
"2561",10,1510,1948.213343896
"2562",15,1510,13.777386963
"2563",16,1510,94.842233789
"2564",17,1516,91.481701953
"2565",18,1516,144.900223193
"2566",19,1516,214.862973926
"2567",20,1516,14.536567725
"2568",17,1517,105.321147705
"2569",18,1517,151.135147119
"2570",19,1517,132.505433691
"2571",20,1517,60.012983496
"2572",17,1518,213.368428271
"2573",18,1518,120.093858789
"2574",19,1518,592.768772559
"2575",20,1518,164.22352749
"2576",17,1519,198.10156792
"2577",18,1519,651.807101465
"2578",19,1519,369.104322559
"2579",20,1519,236.148574365
"2580",17,1520,201.360948193
"2581",18,1520,323.368149658
"2582",19,1520,353.057809961
"2583",20,1520,797.745243311
"2584",17,1521,261.524204004
"2585",18,1521,563.082629199
"2586",19,1521,476.946964111
"2587",20,1521,449.654185449
"2588",21,1522,15.695489014
"2589",22,1522,168.926457471
"2590",23,1522,349.457405615
"2591",24,1522,192.598818896
"2592",21,1523,248.753421973
"2593",21,1524,423.139944775
"2594",21,1525,255.611462354
"2595",22,1526,5.471983838
"2596",23,1526,870.886772314
"2597",24,1526,332.311733643
"2598",15,1527,39.569105273
"2599",16,1527,49.764284717
"2600",24,1527,146.473043018
"2601",16,1528,32.976042871
"2602",23,1528,84.316790283
"2603",24,1528,79.034102686
"2604",23,1529,31.960512988
"2605",24,1529,262.928182764
"2606",23,1530,7.566056982
"2607",24,1530,466.771916699
"2608",14,1531,384.292969727
"2609",14,1532,161.875980127
"2610",15,1533,85.494158057
"2611",16,1533,9.777006885
"2612",15,1534,105.970326563
"2613",16,1534,271.245577051
"2614",10,1535,4156.921938232
"2615",15,1535,5.63059668
"2616",16,1535,21.5580375
"2617",10,1536,4152.337568213
"2618",15,1536,448.332139746
"2619",16,1536,133.237832129
"2620",10,1537,3222.737475684
"2621",15,1537,182.649965527
"2622",16,1537,299.33020957
"2623",17,1543,10.654033691
"2624",18,1543,13.018203662
"2625",19,1543,76.920517139
"2626",20,1543,24.959053662
"2627",17,1544,47.134833154
"2628",18,1544,250.252541943
"2629",19,1544,61.53924917
"2630",20,1544,14.253331885
"2631",17,1545,50.250062891
"2632",18,1545,243.752621484
"2633",19,1545,177.16628457
"2634",20,1545,36.997282617
"2635",17,1546,259.650704443
"2636",18,1546,227.570712744
"2637",19,1546,250.209740283
"2638",20,1546,275.800175537
"2639",17,1547,362.85613374
"2640",18,1547,668.882233936
"2641",19,1547,828.636258594
"2642",20,1547,502.66526792
"2643",17,1548,316.595026074
"2644",18,1548,819.516789648
"2645",19,1548,559.99645874
"2646",20,1548,417.147727441
"2647",17,1549,394.444194727
"2648",18,1549,852.785533545
"2649",19,1549,122.197057666
"2650",20,1549,194.180315479
"2651",22,1549,27.824013525
"2652",23,1549,115.560278174
"2653",24,1549,16.536361719
"2654",21,1550,62.56826333
"2655",22,1550,4.015393555
"2656",23,1550,67.745127881
"2657",24,1550,124.29648042
"2658",21,1551,272.008138037
"2659",21,1552,322.93278584
"2660",21,1553,636.625020068
"2661",23,1553,39.604938916
"2662",24,1553,36.331119922
"2663",15,1554,100.941511963
"2664",16,1554,300.668151465
"2665",23,1554,244.915304883
"2666",24,1554,6.640380859
"2667",15,1555,262.161708594
"2668",16,1555,469.550556006
"2669",23,1555,0.684691406
"2670",24,1555,183.417834082
"2671",23,1556,6.470777539
"2672",24,1556,111.49220459
"2673",23,1557,39.991430469
"2674",24,1557,413.272568164
"2675",14,1558,107.60931958
"2676",23,1558,0.684691406
"2677",24,1558,126.028822754
"2678",14,1559,21.824877881
"2679",14,1560,91.378070313
"2680",15,1560,94.984782227
"2681",16,1560,54.649512939
"2682",15,1561,99.540574219
"2683",16,1561,73.863301123
"2684",10,1562,2299.103215283
"2685",15,1562,1.36938291
"2686",16,1562,474.14900957
"2687",10,1563,4156.921938086
"2688",15,1563,183.542670557
"2689",16,1563,268.946791943
"2690",10,1564,1982.936584961
"2691",15,1564,517.755265527
"2692",16,1564,181.19274209
"2693",10,1565,2716.736970313
"2694",15,1565,0.594169873
"2695",16,1565,36.244696631
"2696",17,1571,231.602116211
"2697",18,1571,262.80662168
"2698",19,1571,266.604765283
"2699",20,1571,200.155846484
"2700",17,1572,48.644048926
"2701",18,1572,314.401013184
"2702",19,1572,30.930903076
"2703",20,1572,37.539940869
"2704",17,1573,132.431455664
"2705",18,1573,396.850116943
"2706",19,1573,100.691113574
"2707",20,1573,235.083956201
"2708",17,1574,585.204659912
"2709",18,1574,342.263319434
"2710",19,1574,346.604282373
"2711",20,1574,446.426501025
"2712",17,1575,175.442694482
"2713",18,1575,569.26945332
"2714",19,1575,612.900852588
"2715",20,1575,766.317044385
"2716",17,1576,230.517103223
"2717",18,1576,477.786299414
"2718",19,1576,357.7305979
"2719",20,1576,249.661100977
"2720",17,1577,92.163822119
"2721",18,1577,13.692630078
"2722",19,1577,16.817871582
"2723",22,1577,355.849109473
"2724",23,1577,314.779463916
"2725",24,1577,115.304191748
"2726",21,1578,313.827755371
"2727",21,1579,367.860577002
"2728",21,1580,42.632431201
"2729",15,1581,199.142092383
"2730",16,1581,87.718462891
"2731",21,1581,76.252808789
"2732",23,1581,105.167153271
"2733",24,1581,1161.940702979
"2734",15,1582,97.001384082
"2735",16,1582,111.495798975
"2736",15,1583,262.639213184
"2737",16,1583,150.450357764
"2738",23,1583,1
"2739",24,1583,168.182557471
"2740",23,1584,36.348300244
"2741",24,1584,199.951003223
"2742",23,1585,15.457787939
"2743",24,1585,374.293238623
"2744",14,1586,305.060386279
"2745",14,1587,583.410616064
"2746",16,1587,322.901650195
"2747",15,1588,68.961218457
"2748",16,1588,16.561963818
"2749",15,1589,189.082710938
"2750",16,1589,83.034565039
"2751",10,1590,4156.921938232
"2752",15,1590,26.197650146
"2753",16,1590,2.809080225
"2754",10,1591,1559.814586377
"2755",15,1591,86.72013291
"2756",16,1591,197.503686426
"2757",10,1592,1542.51538623
"2758",15,1592,10.694455322
"2759",16,1592,193.182297119
"2760",10,1593,38.304803662
"2761",15,1593,71.417711377
"2762",17,1598,27.805877734
"2763",18,1598,44.218047168
"2764",19,1598,27.479903369
"2765",20,1598,52.85831709
"2766",17,1599,85.361250488
"2767",18,1599,435.192367773
"2768",19,1599,383.589585107
"2769",20,1599,105.373496484
"2770",17,1600,18.893798242
"2771",18,1600,63.820707324
"2772",19,1600,22.125551367
"2773",20,1600,22.918612158
"2774",17,1601,18.211964551
"2775",18,1601,156.852434277
"2776",19,1601,1.537105322
"2777",20,1601,48.294963477
"2778",17,1602,216.109337061
"2779",18,1602,192.293273828
"2780",19,1602,459.886410938
"2781",20,1602,348.03696665
"2782",17,1603,172.235150439
"2783",18,1603,409.332846973
"2784",19,1603,225.944641357
"2785",20,1603,167.891315869
"2786",17,1604,110.632917627
"2787",18,1604,579.527704395
"2788",19,1604,92.679492383
"2789",20,1604,105.616147021
"2790",22,1604,21.477017041
"2791",23,1604,9.896269922
"2792",21,1605,150.481473535
"2793",22,1605,26.934910645
"2794",23,1605,152.951485107
"2795",24,1605,75.02817832
"2796",21,1606,233.882604639
"2797",21,1607,185.774245605
"2798",21,1608,40.807399756
"2799",15,1609,214.977732275
"2800",16,1609,48.678746191
"2801",15,1610,326.080046582
"2802",16,1610,103.183860449
"2803",15,1611,670.581830518
"2804",16,1611,582.174536133
"2805",23,1611,1.735878076
"2806",24,1611,234.604884814
"2807",15,1612,3.686753027
"2808",16,1612,13.185244824
"2809",23,1612,8.883217773
"2810",24,1612,336.162311377
"2811",14,1613,25.318480664
"2812",15,1613,4.855304688
"2813",16,1613,11.001294385
"2814",23,1613,1.640380859
"2815",24,1613,30.925140527
"2816",14,1614,344.757702588
"2817",15,1614,16.321536475
"2818",16,1614,485.125801221
"2819",15,1615,20.693663232
"2820",16,1615,28.678784131
"2821",15,1616,85.078560596
"2822",16,1616,5.465096777
"2823",10,1617,3632.280723779
"2824",15,1617,37.282032617
"2825",16,1617,458.277559619
"2826",10,1618,4156.921938184
"2827",15,1618,74.754655811
"2828",16,1618,212.658608154
"2829",10,1620,2593.004317139
"2830",15,1620,11.795287061
"2831",16,1620,52.979340723
"2832",17,1626,277.071006982
"2833",18,1626,397.966833447
"2834",19,1626,182.086451611
"2835",20,1626,219.40461377
"2836",17,1627,21.687610791
"2837",18,1627,138.613409863
"2838",19,1627,82.313371631
"2839",20,1627,28.741108105
"2840",17,1628,250.283801318
"2841",18,1628,306.344913818
"2842",19,1628,105.439500879
"2843",20,1628,185.094846729
"2844",17,1629,170.133055518
"2845",18,1629,287.027034424
"2846",19,1629,272.774539746
"2847",20,1629,405.72243335
"2848",17,1630,408.228356592
"2849",18,1630,446.794270801
"2850",19,1630,401.566160254
"2851",20,1630,225.87184585
"2852",17,1631,381.528972314
"2853",18,1631,591.426923682
"2854",19,1631,316.958813232
"2855",20,1631,528.078792725
"2856",17,1632,8.470741064
"2857",18,1632,217.116878809
"2858",19,1632,30.660255811
"2859",20,1632,45.539851953
"2860",22,1632,223.845848682
"2861",23,1632,12.618967822
"2862",24,1632,43.984495459
"2863",21,1633,115.609308301
"2864",21,1634,97.276200879
"2865",21,1635,77.473758594
"2866",15,1636,230.051154541
"2867",16,1636,28.524182813
"2868",21,1636,43.056921191
"2869",15,1637,311.228649365
"2870",16,1637,493.3217146
"2871",15,1638,596.271828613
"2872",16,1638,420.198512109
"2873",15,1639,1385.953802441
"2874",16,1639,384.171350488
"2875",23,1639,0.640380859
"2876",24,1639,274.883648877
"2877",15,1640,129.576927295
"2878",16,1640,396.770884521
"2879",23,1640,29.234780615
"2880",24,1640,45.815045361
"2881",14,1641,0.200237012
"2882",15,1641,73.661253809
"2883",16,1641,206.459993848
"2884",14,1642,91.127091016
"2885",15,1642,166.072084668
"2886",16,1642,166.511771045
"2887",15,1643,178.73730127
"2888",16,1643,21.775180811
"2889",10,1644,1634.480642432
"2890",15,1644,194.357795361
"2891",16,1644,5.225783252
"2892",10,1645,4156.921938184
"2893",16,1645,16.183916748
"2894",10,1646,350.610037793
"2895",15,1646,14.379146875
"2896",16,1646,35.357481104
"2897",10,1647,414.355064502
"2898",15,1647,2.952179395
"2899",17,1653,9.39315918
"2900",18,1653,4.328765674
"2901",19,1653,17.764319092
"2902",20,1653,7.650134082
"2903",17,1654,109.673366943
"2904",18,1654,651.305543652
"2905",19,1654,385.007668604
"2906",20,1654,288.91030293
"2907",17,1655,197.171789502
"2908",18,1655,416.076849023
"2909",19,1655,132.800533252
"2910",20,1655,187.019605957
"2911",17,1656,39.90371582
"2912",18,1656,23.854600146
"2913",19,1656,54.585641553
"2914",20,1656,185.921339404
"2915",17,1657,179.383501074
"2916",18,1657,448.534333203
"2917",19,1657,230.585332568
"2918",20,1657,190.798874658
"2919",17,1658,374.872929297
"2920",18,1658,317.600305811
"2921",19,1658,400.456056396
"2922",20,1658,367.686410986
"2923",17,1659,302.159501807
"2924",18,1659,566.186186621
"2925",19,1659,159.577221143
"2926",20,1659,86.452595752
"2927",17,1660,774.7218979
"2928",18,1660,250.038791455
"2929",19,1660,100.843876563
"2930",20,1660,67.068679883
"2931",21,1660,56.281029785
"2932",22,1660,128.15690835
"2933",23,1660,31.268108057
"2934",24,1660,65.029955371
"2935",21,1661,115.143935645
"2936",21,1662,306.874539355
"2937",21,1663,87.762377441
"2938",15,1664,513.608129102
"2939",16,1664,124.953523145
"2940",15,1665,635.486729932
"2941",16,1665,74.7310979
"2942",15,1666,1244.974998291
